point,BUFF_DIST,NLCD240,textcl,LandUse,area_ha
louisiana,150,43,clay loam,Forest,2.7740462
louisiana,150,52,clay loam,Grass/Pasture,9.4477816
louisiana,150,71,clay loam,Grass/Pasture,5.5198545
louisiana,150,82,clay loam,Crop,5.4864092
louisiana,150,90,clay loam,Wetland,215.4898071
louisiana,150,95,clay loam,Wetland,132.9667816
louisiana,150,11,loam,Water,389.2432556
louisiana,150,21,loam,Developed,0.0058795
louisiana,150,21,loam,Developed,1218.331787
louisiana,150,22,loam,Developed,0.0008919
louisiana,150,22,loam,Developed,1016.946167
louisiana,150,23,loam,Developed,46.0285225
louisiana,150,24,loam,Developed,9.9314604
louisiana,150,31,loam,Barren,0.0000877
louisiana,150,31,loam,Barren,107.6541214
louisiana,150,41,loam,Forest,0.0066326
louisiana,150,41,loam,Forest,212.5827179
louisiana,150,42,loam,Forest,0.1036471
louisiana,150,42,loam,Forest,16027.96973
louisiana,150,43,loam,Forest,0.0057932
louisiana,150,43,loam,Forest,548.7191772
louisiana,150,52,loam,Grass/Pasture,0.0410736
louisiana,150,52,loam,Grass/Pasture,4087.938721
louisiana,150,71,loam,Grass/Pasture,0.0140166
louisiana,150,71,loam,Grass/Pasture,1336.755615
louisiana,150,71,loam,Grass/Pasture,0.0000285
louisiana,150,71,loam,Grass/Pasture,0.0000285
louisiana,150,81,loam,Grass/Pasture,0.0188253
louisiana,150,81,loam,Grass/Pasture,9352.473633
louisiana,150,82,loam,Crop,0.0017053
louisiana,150,82,loam,Crop,8484.943359
louisiana,150,90,loam,Wetland,0.0222379
louisiana,150,90,loam,Wetland,3514.446289
louisiana,150,95,loam,Wetland,2492.089356
louisiana,150,11,loamy sand,Water,0.0011137
louisiana,150,11,loamy sand,Water,158.6843719
louisiana,150,11,loamy sand,Water,0.0000003
louisiana,150,11,loamy sand,Water,0.0000149
louisiana,150,21,loamy sand,Developed,0.0015697
louisiana,150,21,loamy sand,Developed,838.2906494
louisiana,150,22,loamy sand,Developed,0.0002222
louisiana,150,22,loamy sand,Developed,531.7660522
louisiana,150,23,loamy sand,Developed,30.7865353
louisiana,150,24,loamy sand,Developed,10.710207
louisiana,150,31,loamy sand,Barren,0.000825
louisiana,150,31,loamy sand,Barren,273.6252136
louisiana,150,31,loamy sand,Barren,0.0000121
louisiana,150,41,loamy sand,Forest,2916.900391
louisiana,150,42,loamy sand,Forest,0.1569545
louisiana,150,42,loamy sand,Forest,25000.29492
louisiana,150,43,loamy sand,Forest,0.036886
louisiana,150,43,loamy sand,Forest,3827.299805
louisiana,150,52,loamy sand,Grass/Pasture,0.0435197
louisiana,150,52,loamy sand,Grass/Pasture,5864.990234
louisiana,150,71,loamy sand,Grass/Pasture,0.0373826
louisiana,150,71,loamy sand,Grass/Pasture,4485.617188
louisiana,150,81,loamy sand,Grass/Pasture,0.0036219
louisiana,150,81,loamy sand,Grass/Pasture,862.6883545
louisiana,150,82,loamy sand,Crop,61.0739021
louisiana,150,90,loamy sand,Wetland,0.0473852
louisiana,150,90,loamy sand,Wetland,4588.840332
louisiana,150,95,loamy sand,Wetland,262.9006042
louisiana,150,11,sand,Water,0.0005338
louisiana,150,11,sand,Water,160.6205139
louisiana,150,21,sand,Developed,49.5625305
louisiana,150,22,sand,Developed,121.9241333
louisiana,150,23,sand,Developed,1.4830914
louisiana,150,31,sand,Barren,216.9774475
louisiana,150,41,sand,Forest,89.2453766
louisiana,150,42,sand,Forest,0.000044
louisiana,150,42,sand,Forest,2521.959717
louisiana,150,43,sand,Forest,201.7733459
louisiana,150,52,sand,Grass/Pasture,0.000123
louisiana,150,52,sand,Grass/Pasture,803.4945068
louisiana,150,71,sand,Grass/Pasture,574.5736084
louisiana,150,81,sand,Grass/Pasture,110.9204025
louisiana,150,82,sand,Crop,22.3112011
louisiana,150,90,sand,Wetland,0.0196888
louisiana,150,90,sand,Wetland,2128.990479
louisiana,150,95,sand,Wetland,104.3992004
louisiana,150,11,sandy loam,Water,0.0005561
louisiana,150,11,sandy loam,Water,1493.846191
louisiana,150,21,sandy loam,Developed,0.021625
louisiana,150,21,sandy loam,Developed,6955.75293
louisiana,150,22,sandy loam,Developed,0.0126112
louisiana,150,22,sandy loam,Developed,2853.620117
louisiana,150,23,sandy loam,Developed,198.0899353
louisiana,150,24,sandy loam,Developed,81.4569397
louisiana,150,31,sandy loam,Barren,0.0015644
louisiana,150,31,sandy loam,Barren,469.4804993
louisiana,150,41,sandy loam,Forest,0.0964421
louisiana,150,41,sandy loam,Forest,8884.240234
louisiana,150,42,sandy loam,Forest,0.6310346
louisiana,150,42,sandy loam,Forest,161418.4063
louisiana,150,42,sandy loam,Forest,0.0000413
louisiana,150,42,sandy loam,Forest,0.0000413
louisiana,150,43,sandy loam,Forest,0.1376024
louisiana,150,43,sandy loam,Forest,17134.15625
louisiana,150,52,sandy loam,Grass/Pasture,0.1977211
louisiana,150,52,sandy loam,Grass/Pasture,45307.46875
louisiana,150,52,sandy loam,Grass/Pasture,0.0000054
louisiana,150,71,sandy loam,Grass/Pasture,0.0522496
louisiana,150,71,sandy loam,Grass/Pasture,17166.66992
louisiana,150,71,sandy loam,Grass/Pasture,0.0000113
louisiana,150,81,sandy loam,Grass/Pasture,0.0280498
louisiana,150,81,sandy loam,Grass/Pasture,13081.41309
louisiana,150,82,sandy loam,Crop,0.0164142
louisiana,150,82,sandy loam,Crop,3882.53833
louisiana,150,82,sandy loam,Crop,0.0000446
louisiana,150,90,sandy loam,Wetland,0.1506059
louisiana,150,90,sandy loam,Wetland,26261.24805
louisiana,150,95,sandy loam,Wetland,0.0044813
louisiana,150,95,sandy loam,Wetland,1656.638062
louisiana,150,41,silt,Forest,0.0038781
louisiana,150,41,silt,Forest,9.9415417
louisiana,150,42,silt,Forest,6.1725593
louisiana,150,52,silt,Grass/Pasture,0.008569
louisiana,150,81,silt,Grass/Pasture,0.0003338
louisiana,150,81,silt,Grass/Pasture,2.3575754
louisiana,150,11,silt loam,Water,0.005901
louisiana,150,11,silt loam,Water,3657.971436
louisiana,150,11,silt loam,Water,0.0000278
louisiana,150,11,silt loam,Water,0.0000149
louisiana,150,21,silt loam,Developed,0.0231844
louisiana,150,21,silt loam,Developed,20185.48828
louisiana,150,22,silt loam,Developed,0.0062294
louisiana,150,22,silt loam,Developed,15690.38477
louisiana,150,23,silt loam,Developed,1685.50708
louisiana,150,24,silt loam,Developed,668.887207
louisiana,150,31,silt loam,Barren,0.0004992
louisiana,150,31,silt loam,Barren,682.6466064
louisiana,150,41,silt loam,Forest,0.2680054
louisiana,150,41,silt loam,Forest,43335.96094
louisiana,150,42,silt loam,Forest,0.6022005
louisiana,150,42,silt loam,Forest,232779.4063
louisiana,150,42,silt loam,Forest,0
louisiana,150,43,silt loam,Forest,0.1915555
louisiana,150,43,silt loam,Forest,31224.46289
louisiana,150,52,silt loam,Grass/Pasture,0.2362102
louisiana,150,52,silt loam,Grass/Pasture,88911.07031
louisiana,150,52,silt loam,Grass/Pasture,0.0000113
louisiana,150,52,silt loam,Grass/Pasture,0.0000054
louisiana,150,71,silt loam,Grass/Pasture,0.0605374
louisiana,150,71,silt loam,Grass/Pasture,32982.15625
louisiana,150,71,silt loam,Grass/Pasture,0.0000077
louisiana,150,71,silt loam,Grass/Pasture,0.0000113
louisiana,150,81,silt loam,Grass/Pasture,0.0730395
louisiana,150,81,silt loam,Grass/Pasture,41874.02344
louisiana,150,82,silt loam,Crop,0.1121622
louisiana,150,82,silt loam,Crop,43122.89453
louisiana,150,82,silt loam,Crop,0.0000446
louisiana,150,90,silt loam,Wetland,0.2172709
louisiana,150,90,silt loam,Wetland,137808.2344
louisiana,150,90,silt loam,Wetland,0.002495
louisiana,150,95,silt loam,Wetland,4009.858154
louisiana,150,11,silty clay,Water,0.0029875
louisiana,150,11,silty clay,Water,875.6643677
louisiana,150,21,silty clay,Developed,0.0022677
louisiana,150,21,silty clay,Developed,447.0726013
louisiana,150,22,silty clay,Developed,762.6665649
louisiana,150,23,silty clay,Developed,35.2151337
louisiana,150,24,silty clay,Developed,28.6297741
louisiana,150,31,silty clay,Barren,11.9498425
louisiana,150,41,silty clay,Forest,186.0094757
louisiana,150,42,silty clay,Forest,2839.312012
louisiana,150,43,silty clay,Forest,608.0961304
louisiana,150,52,silty clay,Grass/Pasture,841.8455811
louisiana,150,71,silty clay,Grass/Pasture,173.4758759
louisiana,150,81,silty clay,Grass/Pasture,131.0646515
louisiana,150,82,silty clay,Crop,0.0481857
louisiana,150,82,silty clay,Crop,18065.26563
louisiana,150,90,silty clay,Wetland,0.0507289
louisiana,150,90,silty clay,Wetland,13077.86816
louisiana,150,90,silty clay,Wetland,0.0000629
louisiana,150,90,silty clay,Wetland,0.0000629
louisiana,150,95,silty clay,Wetland,302.7918701
louisiana,150,11,silty clay loam,Water,0.0031092
louisiana,150,11,silty clay loam,Water,757.7915649
louisiana,150,21,silty clay loam,Developed,0.0046337
louisiana,150,21,silty clay loam,Developed,1132.506104
louisiana,150,22,silty clay loam,Developed,2095.720215
louisiana,150,23,silty clay loam,Developed,127.32901
louisiana,150,24,silty clay loam,Developed,86.4791031
louisiana,150,31,silty clay loam,Barren,19.0415707
louisiana,150,41,silty clay loam,Forest,0.0065085
louisiana,150,41,silty clay loam,Forest,233.8111725
louisiana,150,42,silty clay loam,Forest,0.077689
louisiana,150,42,silty clay loam,Forest,9154.460938
louisiana,150,42,silty clay loam,Forest,0.0003118
louisiana,150,42,silty clay loam,Forest,0.0003118
louisiana,150,43,silty clay loam,Forest,0.0034125
louisiana,150,43,silty clay loam,Forest,380.1242981
louisiana,150,52,silty clay loam,Grass/Pasture,0.0233958
louisiana,150,52,silty clay loam,Grass/Pasture,2818.692871
louisiana,150,71,silty clay loam,Grass/Pasture,382.4358826
louisiana,150,81,silty clay loam,Grass/Pasture,0.0055778
louisiana,150,81,silty clay loam,Grass/Pasture,2761.504395
louisiana,150,82,silty clay loam,Crop,0.016238
louisiana,150,82,silty clay loam,Crop,14193.65723
louisiana,150,90,silty clay loam,Wetland,0.0234955
louisiana,150,90,silty clay loam,Wetland,9470.426758
louisiana,150,95,silty clay loam,Wetland,0.0010381
louisiana,150,95,silty clay loam,Wetland,1150.484131
louisiana,150,11,,Water,0.0385553
louisiana,150,11,,Water,39800.13281
louisiana,150,11,,Water,0.0000003
louisiana,150,11,,Water,0.0000278
louisiana,150,21,,Developed,0.0030068
louisiana,150,21,,Developed,1644.800415
louisiana,150,22,,Developed,2612.261963
louisiana,150,23,,Developed,659.9972534
louisiana,150,24,,Developed,696.6665649
louisiana,150,31,,Barren,0.0036669
louisiana,150,31,,Barren,1630.132446
louisiana,150,31,,Barren,0.0000121
louisiana,150,41,,Forest,451.2453918
louisiana,150,42,,Forest,0.0265439
louisiana,150,42,,Forest,4901.817871
louisiana,150,42,,Forest,0
louisiana,150,43,,Forest,0.0133641
louisiana,150,43,,Forest,491.2345276
louisiana,150,52,,Grass/Pasture,0.0038914
louisiana,150,52,,Grass/Pasture,2131.213623
louisiana,150,52,,Grass/Pasture,0.0000113
louisiana,150,71,,Grass/Pasture,0.0003471
louisiana,150,71,,Grass/Pasture,367.3538513
louisiana,150,71,,Grass/Pasture,0.0000077
louisiana,150,81,,Grass/Pasture,0.0012683
louisiana,150,81,,Grass/Pasture,1218.784668
louisiana,150,82,,Crop,0.0438427
louisiana,150,82,,Crop,3979.199951
louisiana,150,90,,Wetland,0.0145497
louisiana,150,90,,Wetland,108961.7031
louisiana,150,90,,Wetland,0.002495
louisiana,150,95,,Wetland,0.0016967
louisiana,150,95,,Wetland,69591.25
louisiana,175,11,clay,Water,4498.193359
louisiana,175,11,clay,Water,0.0088673
louisiana,175,11,clay,Water,0.0000074
louisiana,175,21,clay,Developed,2647.555664
louisiana,175,21,clay,Developed,0.0022337
louisiana,175,22,clay,Developed,5105.314941
louisiana,175,22,clay,Developed,0.0136639
louisiana,175,23,clay,Developed,526.1502075
louisiana,175,24,clay,Developed,345.1562195
louisiana,175,31,clay,Barren,82.9091034
louisiana,175,41,clay,Forest,813.8656006
louisiana,175,42,clay,Forest,10000.23047
louisiana,175,43,clay,Forest,1913.035889
louisiana,175,52,clay,Grass/Pasture,5488.865723
louisiana,175,71,clay,Grass/Pasture,955.4244995
louisiana,175,81,clay,Grass/Pasture,11094.79102
louisiana,175,81,clay,Grass/Pasture,0.0010258
louisiana,175,82,clay,Crop,60115.85156
louisiana,175,82,clay,Crop,0.0427282
louisiana,175,90,clay,Wetland,96583.52344
louisiana,175,90,clay,Wetland,0.2072301
louisiana,175,95,clay,Wetland,23576.07617
louisiana,175,95,clay,Wetland,0.1143228
louisiana,175,21,clay loam,Developed,4.7585511
louisiana,175,22,clay loam,Developed,3.3243539
louisiana,175,42,clay loam,Forest,226.3296814
louisiana,175,43,clay loam,Forest,2.3149817
louisiana,175,52,clay loam,Grass/Pasture,77.7911987
louisiana,175,71,clay loam,Grass/Pasture,45.9344444
louisiana,175,81,clay loam,Grass/Pasture,32.4232979
louisiana,175,90,clay loam,Wetland,43.003582
louisiana,175,11,loam,Water,418.9945679
louisiana,175,21,loam,Developed,1424.538818
louisiana,175,21,loam,Developed,0.0049025
louisiana,175,22,loam,Developed,808.7658691
louisiana,175,22,loam,Developed,0.0030298
louisiana,175,23,loam,Developed,65.3496094
louisiana,175,24,loam,Developed,5.7600021
louisiana,175,31,loam,Barren,93.0672379
louisiana,175,41,loam,Forest,668.3665161
louisiana,175,41,loam,Forest,0.000022
louisiana,175,42,loam,Forest,24235.08203
louisiana,175,42,loam,Forest,0.0032903
louisiana,175,43,loam,Forest,2869.89209
louisiana,175,52,loam,Grass/Pasture,7111.852539
louisiana,175,52,loam,Grass/Pasture,0.0013609
louisiana,175,71,loam,Grass/Pasture,3158.826416
louisiana,175,71,loam,Grass/Pasture,0.0008236
louisiana,175,71,loam,Grass/Pasture,0.0000001
louisiana,175,81,loam,Grass/Pasture,4341.964844
louisiana,175,81,loam,Grass/Pasture,0.0146047
louisiana,175,82,loam,Crop,1679.869751
louisiana,175,82,loam,Crop,0.0329433
louisiana,175,90,loam,Wetland,16253.4834
louisiana,175,90,loam,Wetland,0.0061576
louisiana,175,95,loam,Wetland,2132.42041
louisiana,175,95,loam,Wetland,0.0148871
louisiana,175,11,loamy sand,Water,251.2728271
louisiana,175,21,loamy sand,Developed,1733.926514
louisiana,175,22,loamy sand,Developed,638.3126221
louisiana,175,23,loamy sand,Developed,61.6185951
louisiana,175,24,loamy sand,Developed,18.9167442
louisiana,175,31,loamy sand,Barren,193.1029053
louisiana,175,41,loamy sand,Forest,637.9633179
louisiana,175,42,loamy sand,Forest,40421.92578
louisiana,175,43,loamy sand,Forest,3430.616211
louisiana,175,52,loamy sand,Grass/Pasture,16390.51367
louisiana,175,71,loamy sand,Grass/Pasture,9054.467773
louisiana,175,81,loamy sand,Grass/Pasture,2357.574951
louisiana,175,82,loamy sand,Crop,155.8926697
louisiana,175,90,loamy sand,Wetland,14616.89551
louisiana,175,95,loamy sand,Wetland,250.188385
louisiana,175,11,sand,Water,327.8954468
louisiana,175,21,sand,Developed,17.0607433
louisiana,175,22,sand,Developed,12.4265776
louisiana,175,23,sand,Developed,2.762814
louisiana,175,24,sand,Developed,2.1689973
louisiana,175,31,sand,Barren,47.3597679
louisiana,175,41,sand,Forest,42.3757744
louisiana,175,42,sand,Forest,139.1412048
louisiana,175,43,sand,Forest,25.5829544
louisiana,175,52,sand,Grass/Pasture,34.1570549
louisiana,175,71,sand,Grass/Pasture,40.1159325
louisiana,175,81,sand,Grass/Pasture,8.2211351
louisiana,175,82,sand,Crop,260.9901428
louisiana,175,90,sand,Wetland,2394.24707
louisiana,175,95,sand,Wetland,22.1346474
louisiana,175,11,sandy clay loam,Water,7.5465336
louisiana,175,21,sandy clay loam,Developed,102.3852615
louisiana,175,22,sandy clay loam,Developed,106.0992737
louisiana,175,23,sandy clay loam,Developed,11.9522123
louisiana,175,41,sandy clay loam,Forest,98.6224365
louisiana,175,42,sandy clay loam,Forest,688.1395874
louisiana,175,43,sandy clay loam,Forest,105.7357178
louisiana,175,52,sandy clay loam,Grass/Pasture,94.957489
louisiana,175,71,sandy clay loam,Grass/Pasture,15.2844305
louisiana,175,90,sandy clay loam,Wetland,75.1501617
louisiana,175,11,sandy loam,Water,1845.971924
louisiana,175,21,sandy loam,Developed,12960.80371
louisiana,175,22,sandy loam,Developed,6004.561523
louisiana,175,23,sandy loam,Developed,757.0171509
louisiana,175,24,sandy loam,Developed,292.3382568
louisiana,175,31,sandy loam,Barren,500.6307068
louisiana,175,41,sandy loam,Forest,20811.92578
louisiana,175,41,sandy loam,Forest,0.000022
louisiana,175,41,sandy loam,Forest,0.0000019
louisiana,175,42,sandy loam,Forest,225619.1719
louisiana,175,42,sandy loam,Forest,0.0031437
louisiana,175,43,sandy loam,Forest,31736.51758
louisiana,175,43,sandy loam,Forest,0.000008
louisiana,175,52,sandy loam,Grass/Pasture,61209.91797
louisiana,175,52,sandy loam,Grass/Pasture,0.0002005
louisiana,175,71,sandy loam,Grass/Pasture,24611.71289
louisiana,175,71,sandy loam,Grass/Pasture,0.0004938
louisiana,175,81,sandy loam,Grass/Pasture,26013.23047
louisiana,175,81,sandy loam,Grass/Pasture,0.0004727
louisiana,175,81,sandy loam,Grass/Pasture,0.0000005
louisiana,175,82,sandy loam,Crop,8177.667969
louisiana,175,90,sandy loam,Wetland,55428.74609
louisiana,175,90,sandy loam,Wetland,0.0008349
louisiana,175,95,sandy loam,Wetland,725.5252686
louisiana,175,11,silt,Water,4.392323
louisiana,175,21,silt,Developed,108.2599335
louisiana,175,22,silt,Developed,19.7796001
louisiana,175,23,silt,Developed,1.1131277
louisiana,175,41,silt,Forest,1839.471802
louisiana,175,42,silt,Forest,860.7543335
louisiana,175,43,silt,Forest,664.3400879
louisiana,175,52,silt,Grass/Pasture,553.5111694
louisiana,175,71,silt,Grass/Pasture,101.0160828
louisiana,175,81,silt,Grass/Pasture,463.9005737
louisiana,175,82,silt,Crop,223.825058
louisiana,175,90,silt,Wetland,503.0500793
louisiana,175,11,silt loam,Water,3456.513672
louisiana,175,11,silt loam,Water,0.0000074
louisiana,175,21,silt loam,Developed,21771.03711
louisiana,175,21,silt loam,Developed,0.0122978
louisiana,175,22,silt loam,Developed,15639.96094
louisiana,175,22,silt loam,Developed,0.0228994
louisiana,175,23,silt loam,Developed,2162.918701
louisiana,175,24,silt loam,Developed,841.4467163
louisiana,175,31,silt loam,Barren,643.230835
louisiana,175,41,silt loam,Forest,49111.80859
louisiana,175,41,silt loam,Forest,0.0000019
louisiana,175,42,silt loam,Forest,137545.0469
louisiana,175,42,silt loam,Forest,0.0260642
louisiana,175,43,silt loam,Forest,29748.56641
louisiana,175,43,silt loam,Forest,0.0077245
louisiana,175,43,silt loam,Forest,0.000008
louisiana,175,52,silt loam,Grass/Pasture,56822.39063
louisiana,175,52,silt loam,Grass/Pasture,0.0040088
louisiana,175,71,silt loam,Grass/Pasture,16783.0918
louisiana,175,71,silt loam,Grass/Pasture,0.0131136
louisiana,175,71,silt loam,Grass/Pasture,0.0000001
louisiana,175,81,silt loam,Grass/Pasture,48212.91016
louisiana,175,81,silt loam,Grass/Pasture,0.0132644
louisiana,175,81,silt loam,Grass/Pasture,0.0000005
louisiana,175,82,silt loam,Crop,51811.01172
louisiana,175,82,silt loam,Crop,0.079678
louisiana,175,90,silt loam,Wetland,113842.5313
louisiana,175,90,silt loam,Wetland,0.0545789
louisiana,175,95,silt loam,Wetland,3700.6604
louisiana,175,95,silt loam,Wetland,0.0074904
louisiana,175,11,silty clay,Water,220.3193665
louisiana,175,21,silty clay,Developed,230.8023071
louisiana,175,22,silty clay,Developed,722.9581299
louisiana,175,22,silty clay,Developed,0.001441
louisiana,175,23,silty clay,Developed,11.993825
louisiana,175,24,silty clay,Developed,21.8837357
louisiana,175,24,silty clay,Developed,0.0013252
louisiana,175,31,silty clay,Barren,6.4648952
louisiana,175,41,silty clay,Forest,88.2408752
louisiana,175,42,silty clay,Forest,52.8243332
louisiana,175,43,silty clay,Forest,81.229866
louisiana,175,52,silty clay,Grass/Pasture,31.1101112
louisiana,175,71,silty clay,Grass/Pasture,70.6214142
louisiana,175,81,silty clay,Grass/Pasture,235.2553253
louisiana,175,82,silty clay,Crop,11920.82813
louisiana,175,82,silty clay,Crop,0.0153221
louisiana,175,90,silty clay,Wetland,7281.517578
louisiana,175,90,silty clay,Wetland,0.0057345
louisiana,175,95,silty clay,Wetland,275.9476318
louisiana,175,95,silty clay,Wetland,0.0047745
louisiana,175,11,silty clay loam,Water,1182.447754
louisiana,175,11,silty clay loam,Water,0.0006217
louisiana,175,21,silty clay loam,Developed,1214.994629
louisiana,175,21,silty clay loam,Developed,0.001737
louisiana,175,22,silty clay loam,Developed,4576.183594
louisiana,175,22,silty clay loam,Developed,0.012743
louisiana,175,23,silty clay loam,Developed,319.5515442
louisiana,175,24,silty clay loam,Developed,268.1073303
louisiana,175,31,silty clay loam,Barren,11.5147314
louisiana,175,41,silty clay loam,Forest,486.5694885
louisiana,175,42,silty clay loam,Forest,11742.21191
louisiana,175,43,silty clay loam,Forest,1056.758911
louisiana,175,52,silty clay loam,Grass/Pasture,2511.119629
louisiana,175,71,silty clay loam,Grass/Pasture,751.567688
louisiana,175,81,silty clay loam,Grass/Pasture,1827.898315
louisiana,175,81,silty clay loam,Grass/Pasture,0.0175468
louisiana,175,82,silty clay loam,Crop,15287.08594
louisiana,175,82,silty clay loam,Crop,0.0592202
louisiana,175,90,silty clay loam,Wetland,14594.02637
louisiana,175,90,silty clay loam,Wetland,0.0243419
louisiana,175,95,silty clay loam,Wetland,1898.446289
louisiana,175,95,silty clay loam,Wetland,0.0167753
louisiana,175,11,,Water,62200.26953
louisiana,175,11,,Water,0.074043
louisiana,175,21,,Developed,1393.328369
louisiana,175,21,,Developed,0.0008119
louisiana,175,22,,Developed,2582.86377
louisiana,175,22,,Developed,0.0005748
louisiana,175,23,,Developed,640.3690186
louisiana,175,24,,Developed,935.7391357
louisiana,175,31,,Barren,1028.251953
louisiana,175,31,,Barren,0.0000472
louisiana,175,41,,Forest,381.272522
louisiana,175,42,,Forest,1655.202271
louisiana,175,43,,Forest,713.8580322
louisiana,175,52,,Grass/Pasture,1042.734131
louisiana,175,71,,Grass/Pasture,222.6552277
louisiana,175,81,,Grass/Pasture,1146.696411
louisiana,175,81,,Grass/Pasture,0.0007335
louisiana,175,82,,Crop,18245.56641
louisiana,175,82,,Crop,0.0038797
louisiana,175,90,,Wetland,62848.33984
louisiana,175,90,,Wetland,0.1859372
louisiana,175,95,,Wetland,170303.6719
louisiana,175,95,,Wetland,0.4608788
