point,BUFF_DIST,NLCD240,landuse,textcl,area_ha
alabama,100,24,Developed,,121.3561401
alabama,100,31,Barren,,437.7796326
alabama,100,41,Forest,,7169.428711
alabama,100,41,Forest,,0.0003655
alabama,100,42,Forest,,3595.344971
alabama,100,42,Forest,,0.0000324
alabama,100,43,Forest,,632.392395
alabama,100,52,Grass/Pasture,,1276.238892
alabama,100,71,Grass/Pasture,,1508.290039
alabama,100,81,Grass/Pasture,,3795.623047
alabama,100,82,Crop,,576.4078979
alabama,100,90,Wetland,,705.5373535
alabama,100,95,Wetland,,17.8937702
alabama,125,11,Water,clay,2.4965537
alabama,125,21,Developed,clay,124.8265533
alabama,125,21,Developed,clay,0.0000441
alabama,125,22,Developed,clay,3.5554533
alabama,125,23,Developed,clay,3.4013071
alabama,125,41,Forest,clay,334.4021912
alabama,125,41,Forest,clay,0.0000638
alabama,125,42,Forest,clay,100.7315521
alabama,125,43,Forest,clay,31.495615
alabama,125,52,Grass/Pasture,clay,263.3191833
alabama,125,71,Grass/Pasture,clay,15.9902182
alabama,125,81,Grass/Pasture,clay,283.6707764
alabama,125,82,Crop,clay,230.3226776
alabama,125,82,Crop,clay,0.0000039
alabama,125,90,Wetland,clay,10.865449
alabama,125,95,Wetland,clay,1.2744825
alabama,125,11,Water,clay loam,49.214817
alabama,125,21,Developed,clay loam,553.699646
alabama,125,22,Developed,clay loam,79.2405167
alabama,125,23,Developed,clay loam,28.20364
alabama,125,24,Developed,clay loam,1.3786829
alabama,125,31,Barren,clay loam,1.1322018
alabama,125,41,Forest,clay loam,6041.849609
alabama,125,41,Forest,clay loam,0.0000113
alabama,125,42,Forest,clay loam,1622.517822
alabama,125,43,Forest,clay loam,638.5460815
alabama,125,52,Grass/Pasture,clay loam,2218.290039
alabama,125,71,Grass/Pasture,clay loam,240.2817078
alabama,125,81,Grass/Pasture,clay loam,2365.762451
alabama,125,81,Grass/Pasture,clay loam,0.0000127
alabama,125,82,Crop,clay loam,1436.601929
alabama,125,90,Wetland,clay loam,189.3741302
alabama,125,95,Wetland,clay loam,18.1100082
alabama,125,11,Water,loam,822.305481
alabama,125,21,Developed,loam,3982.033447
alabama,125,22,Developed,loam,941.791687
alabama,125,23,Developed,loam,382.0172424
alabama,125,24,Developed,loam,94.0348206
alabama,125,31,Barren,loam,532.5375977
alabama,125,41,Forest,loam,39330.85547
alabama,125,41,Forest,loam,-0.0000445
alabama,125,41,Forest,loam,0.0000019
alabama,125,41,Forest,loam,0.0000638
alabama,125,42,Forest,loam,16696.16211
alabama,125,43,Forest,loam,7330.206055
alabama,125,43,Forest,loam,0.0000023
alabama,125,43,Forest,loam,0.000014
alabama,125,52,Grass/Pasture,loam,8073.621582
alabama,125,52,Grass/Pasture,loam,0.0000333
alabama,125,71,Grass/Pasture,loam,3548.081787
alabama,125,81,Grass/Pasture,loam,23734.32617
alabama,125,81,Grass/Pasture,loam,0.0000344
alabama,125,82,Crop,loam,10559.7832
alabama,125,82,Crop,loam,0.0000008
alabama,125,82,Crop,loam,0.0000039
alabama,125,82,Crop,loam,0.0000025
alabama,125,90,Wetland,loam,18249.50586
alabama,125,90,Wetland,loam,0.0000025
alabama,125,95,Wetland,loam,360.3616638
alabama,125,11,Water,loamy sand,92.8612976
alabama,125,21,Developed,loamy sand,101.2095718
alabama,125,22,Developed,loamy sand,19.7600899
alabama,125,23,Developed,loamy sand,15.6436357
alabama,125,31,Barren,loamy sand,30.2127151
alabama,125,41,Forest,loamy sand,1131.407959
alabama,125,42,Forest,loamy sand,442.6312561
alabama,125,43,Forest,loamy sand,109.7062454
alabama,125,52,Grass/Pasture,loamy sand,251.9198456
alabama,125,71,Grass/Pasture,loamy sand,186.265976
alabama,125,81,Grass/Pasture,loamy sand,542.954834
alabama,125,82,Crop,loamy sand,153.641098
alabama,125,90,Wetland,loamy sand,73.9213562
alabama,125,95,Wetland,loamy sand,5.3744922
alabama,125,11,Water,sandy clay loam,20.7779598
alabama,125,21,Developed,sandy clay loam,193.8435974
alabama,125,22,Developed,sandy clay loam,30.609621
alabama,125,23,Developed,sandy clay loam,6.0917311
alabama,125,24,Developed,sandy clay loam,7.4531059
alabama,125,31,Barren,sandy clay loam,7.7698436
alabama,125,41,Forest,sandy clay loam,869.8684692
alabama,125,42,Forest,sandy clay loam,500.6059875
alabama,125,43,Forest,sandy clay loam,327.2544861
alabama,125,52,Grass/Pasture,sandy clay loam,347.1832275
alabama,125,71,Grass/Pasture,sandy clay loam,55.2687378
alabama,125,81,Grass/Pasture,sandy clay loam,495.7932129
alabama,125,82,Crop,sandy clay loam,181.9899292
alabama,125,90,Wetland,sandy clay loam,15.3437614
alabama,125,11,Water,sandy loam,2960.649414
alabama,125,21,Developed,sandy loam,18749.65039
alabama,125,22,Developed,sandy loam,6787.234863
alabama,125,23,Developed,sandy loam,1564.726318
alabama,125,24,Developed,sandy loam,422.2599182
alabama,125,31,Barren,sandy loam,511.6278076
alabama,125,41,Forest,sandy loam,229497.0938
alabama,125,41,Forest,sandy loam,0.0000027
alabama,125,41,Forest,sandy loam,0.0000019
alabama,125,41,Forest,sandy loam,0.000079
alabama,125,42,Forest,sandy loam,71053.69531
alabama,125,42,Forest,sandy loam,0.0000188
alabama,125,43,Forest,sandy loam,44043.85156
alabama,125,43,Forest,sandy loam,0.000014
alabama,125,52,Grass/Pasture,sandy loam,54386.74219
alabama,125,71,Grass/Pasture,sandy loam,14573.15332
alabama,125,81,Grass/Pasture,sandy loam,104357.1797
alabama,125,81,Grass/Pasture,sandy loam,0.0000344
alabama,125,81,Grass/Pasture,sandy loam,0.0000069
alabama,125,81,Grass/Pasture,sandy loam,0.0000127
alabama,125,82,Crop,sandy loam,36481.45703
alabama,125,82,Crop,sandy loam,0.0000008
alabama,125,82,Crop,sandy loam,0.0000077
alabama,125,90,Wetland,sandy loam,17979.80273
alabama,125,95,Wetland,sandy loam,553.1913452
alabama,125,11,Water,silt loam,5018.454102
alabama,125,11,Water,silt loam,0.0000038
alabama,125,21,Developed,silt loam,25902.66797
alabama,125,21,Developed,silt loam,0.0000441
alabama,125,21,Developed,silt loam,0.0001026
alabama,125,22,Developed,silt loam,8862.570313
alabama,125,23,Developed,silt loam,2667.621826
alabama,125,24,Developed,silt loam,788.5806885
alabama,125,31,Barren,silt loam,2654.48877
alabama,125,41,Forest,silt loam,318352.8125
alabama,125,41,Forest,silt loam,-0.0000445
alabama,125,41,Forest,silt loam,0.0000027
alabama,125,41,Forest,silt loam,0.0001056
alabama,125,41,Forest,silt loam,19573.375
alabama,125,41,Forest,silt loam,0.0000694
alabama,125,42,Forest,silt loam,65315.25
alabama,125,42,Forest,silt loam,0.0000188
alabama,125,42,Forest,silt loam,0.0000036
alabama,125,43,Forest,silt loam,23754.6582
alabama,125,43,Forest,silt loam,0.0000023
alabama,125,43,Forest,silt loam,0.0000091
alabama,125,52,Grass/Pasture,silt loam,27728.98828
alabama,125,52,Grass/Pasture,silt loam,0.0000333
alabama,125,71,Grass/Pasture,silt loam,23691.375
alabama,125,81,Grass/Pasture,silt loam,176289.0625
alabama,125,81,Grass/Pasture,silt loam,0.0000096
alabama,125,81,Grass/Pasture,silt loam,0.0000454
alabama,125,82,Crop,silt loam,46855
alabama,125,82,Crop,silt loam,0.0000077
alabama,125,82,Crop,silt loam,0.0000025
alabama,125,82,Crop,silt loam,0.0000021
alabama,125,90,Wetland,silt loam,23017.93164
alabama,125,90,Wetland,silt loam,0.0000025
alabama,125,95,Wetland,silt loam,1121.498169
alabama,125,11,Water,silty clay,85.6683044
alabama,125,21,Developed,silty clay,776.6856689
alabama,125,22,Developed,silty clay,344.8518677
alabama,125,23,Developed,silty clay,113.1253357
alabama,125,24,Developed,silty clay,27.2731838
alabama,125,31,Barren,silty clay,19.6358242
alabama,125,41,Forest,silty clay,32405.8125
alabama,125,41,Forest,silty clay,0.0008076
alabama,125,42,Forest,silty clay,1485.00415
alabama,125,43,Forest,silty clay,2456.580811
alabama,125,52,Grass/Pasture,silty clay,1059.938965
alabama,125,71,Grass/Pasture,silty clay,343.1575012
alabama,125,81,Grass/Pasture,silty clay,6509.197266
alabama,125,81,Grass/Pasture,silty clay,0.0000096
alabama,125,82,Crop,silty clay,2885.072022
alabama,125,90,Wetland,silty clay,584.2684937
alabama,125,95,Wetland,silty clay,103.4379501
alabama,125,11,Water,silty clay loam,1351.633545
alabama,125,21,Developed,silty clay loam,4992.46582
alabama,125,21,Developed,silty clay loam,0.0001026
alabama,125,22,Developed,silty clay loam,2229.651123
alabama,125,23,Developed,silty clay loam,474.5413818
alabama,125,24,Developed,silty clay loam,131.7765961
alabama,125,31,Barren,silty clay loam,145.9489594
alabama,125,41,Forest,silty clay loam,51910.63281
alabama,125,41,Forest,silty clay loam,0.0008076
alabama,125,41,Forest,silty clay loam,0.0000113
alabama,125,41,Forest,silty clay loam,0.000079
alabama,125,41,Forest,silty clay loam,0.0000694
alabama,125,42,Forest,silty clay loam,10127.43164
alabama,125,43,Forest,silty clay loam,6072.131348
alabama,125,43,Forest,silty clay loam,0.0000091
alabama,125,52,Grass/Pasture,silty clay loam,3963.456055
alabama,125,71,Grass/Pasture,silty clay loam,2559.208252
alabama,125,81,Grass/Pasture,silty clay loam,36329.44141
alabama,125,81,Grass/Pasture,silty clay loam,0.0000454
alabama,125,82,Crop,silty clay loam,12647.70117
alabama,125,90,Wetland,silty clay loam,3239.179688
alabama,125,90,Wetland,silty clay loam,0.0000091
alabama,125,95,Wetland,silty clay loam,366.5394897
alabama,125,11,Water,,26977.85352
alabama,125,11,Water,,0.0000038
alabama,125,21,Developed,,753.7770996
alabama,125,22,Developed,,391.0079041
alabama,125,23,Developed,,223.4632874
alabama,125,24,Developed,,135.282074
alabama,125,31,Barren,,423.1723633
alabama,125,41,Forest,,8119.094238
alabama,125,41,Forest,,0.0001056
alabama,125,42,Forest,,1628.635254
alabama,125,42,Forest,,0.0000036
alabama,125,43,Forest,,751.8373413
alabama,125,52,Grass/Pasture,,929.0992432
alabama,125,71,Grass/Pasture,,467.5857849
alabama,125,81,Grass/Pasture,,4161.054688
alabama,125,81,Grass/Pasture,,0.0000069
alabama,125,82,Crop,,1306.196045
alabama,125,82,Crop,,0.0000021
alabama,125,90,Wetland,,1376.718384
alabama,125,90,Wetland,,0.0000091
alabama,125,95,Wetland,,89.7624283
alabama,150,21,Developed,clay,16.3266354
alabama,150,22,Developed,clay,2.9936957
alabama,150,41,Forest,clay,104.7666626
alabama,150,42,Forest,clay,41.9575157
alabama,150,43,Forest,clay,17.0601006
alabama,150,52,Grass/Pasture,clay,70.7678528
alabama,150,71,Grass/Pasture,clay,12.6852522
alabama,150,81,Grass/Pasture,clay,118.6414032
alabama,150,82,Crop,clay,84.2911148
alabama,150,90,Wetland,clay,0.5368925
alabama,150,11,Water,clay loam,59.840271
alabama,150,21,Developed,clay loam,847.8344116
alabama,150,22,Developed,clay loam,165.289444
alabama,150,22,Developed,clay loam,0.0000027
alabama,150,23,Developed,clay loam,46.8281403
alabama,150,24,Developed,clay loam,17.5565205
alabama,150,31,Barren,clay loam,11.8764267
alabama,150,41,Forest,clay loam,6580.115723
alabama,150,41,Forest,clay loam,0.0000017
alabama,150,41,Forest,clay loam,0.0000757
alabama,150,42,Forest,clay loam,1453.932373
alabama,150,43,Forest,clay loam,750.0914917
alabama,150,43,Forest,clay loam,0.0000838
alabama,150,52,Grass/Pasture,clay loam,1640.725098
alabama,150,71,Grass/Pasture,clay loam,314.3791199
alabama,150,81,Grass/Pasture,clay loam,3249.105957
alabama,150,82,Crop,clay loam,1887.237061
alabama,150,90,Wetland,clay loam,172.7798157
alabama,150,95,Wetland,clay loam,1.9363838
alabama,150,11,Water,loam,1499.622192
alabama,150,11,Water,loam,0.0000045
alabama,150,21,Developed,loam,11729.49805
alabama,150,22,Developed,loam,5402.543457
alabama,150,22,Developed,loam,0.0000091
alabama,150,23,Developed,loam,1078.618164
alabama,150,24,Developed,loam,380.3798828
alabama,150,31,Barren,loam,468.5748291
alabama,150,41,Forest,loam,90036.15625
alabama,150,41,Forest,loam,0.0000013
alabama,150,41,Forest,loam,0.0000666
alabama,150,41,Forest,loam,0.0000626
alabama,150,41,Forest,loam,0.0000174
alabama,150,41,Forest,loam,0.0000757
alabama,150,41,Forest,loam,0.000001
alabama,150,42,Forest,loam,30695.63867
alabama,150,42,Forest,loam,0.0000078
alabama,150,43,Forest,loam,15885.19629
alabama,150,43,Forest,loam,0.0000164
alabama,150,43,Forest,loam,0.0000838
alabama,150,43,Forest,loam,0.0000365
alabama,150,52,Grass/Pasture,loam,15300.73047
alabama,150,52,Grass/Pasture,loam,0.0000026
alabama,150,71,Grass/Pasture,loam,6910.786133
alabama,150,71,Grass/Pasture,loam,0.0000163
alabama,150,71,Grass/Pasture,loam,0.0001087
alabama,150,81,Grass/Pasture,loam,39455.77734
alabama,150,81,Grass/Pasture,loam,0.0001235
alabama,150,81,Grass/Pasture,loam,0.0000313
alabama,150,81,Grass/Pasture,loam,0.0000089
alabama,150,82,Crop,loam,18209.875
alabama,150,82,Crop,loam,0.0000218
alabama,150,82,Crop,loam,0.0000841
alabama,150,90,Wetland,loam,17333.88867
alabama,150,90,Wetland,loam,0.0000003
alabama,150,95,Wetland,loam,295.9574585
alabama,150,11,Water,loamy sand,72.165123
alabama,150,21,Developed,loamy sand,36.090004
alabama,150,22,Developed,loamy sand,4.7167678
alabama,150,41,Forest,loamy sand,320.065155
alabama,150,42,Forest,loamy sand,85.6678009
alabama,150,43,Forest,loamy sand,18.3156204
alabama,150,52,Grass/Pasture,loamy sand,46.4141769
alabama,150,71,Grass/Pasture,loamy sand,12.9001169
alabama,150,81,Grass/Pasture,loamy sand,117.7845688
alabama,150,82,Crop,loamy sand,126.248642
alabama,150,90,Wetland,loamy sand,204.6572723
alabama,150,95,Wetland,loamy sand,5.6898751
alabama,150,11,Water,sandy clay loam,15.8834553
alabama,150,21,Developed,sandy clay loam,140.3941498
alabama,150,22,Developed,sandy clay loam,26.7222404
alabama,150,31,Barren,sandy clay loam,5.2506161
alabama,150,41,Forest,sandy clay loam,3003.599365
alabama,150,41,Forest,sandy clay loam,0.000054
alabama,150,42,Forest,sandy clay loam,538.8440552
alabama,150,43,Forest,sandy clay loam,131.6648407
alabama,150,52,Grass/Pasture,sandy clay loam,357.6829529
alabama,150,52,Grass/Pasture,sandy clay loam,0.0000153
alabama,150,52,Grass/Pasture,sandy clay loam,0.0000087
alabama,150,71,Grass/Pasture,sandy clay loam,68.5103455
alabama,150,81,Grass/Pasture,sandy clay loam,649.8355713
alabama,150,82,Crop,sandy clay loam,415.5085449
alabama,150,90,Wetland,sandy clay loam,33.3768616
alabama,150,95,Wetland,sandy clay loam,1.0118641
alabama,150,11,Water,sandy loam,4381.399902
alabama,150,21,Developed,sandy loam,31908.57617
alabama,150,21,Developed,sandy loam,0.0000112
alabama,150,22,Developed,sandy loam,11815.98438
alabama,150,22,Developed,sandy loam,0.0000027
alabama,150,23,Developed,sandy loam,2821.815674
alabama,150,24,Developed,sandy loam,625.6816406
alabama,150,31,Barren,sandy loam,873.7088013
alabama,150,31,Barren,sandy loam,0.0000013
alabama,150,41,Forest,sandy loam,292555.0938
alabama,150,41,Forest,sandy loam,0.0000107
alabama,150,41,Forest,sandy loam,0.0000319
alabama,150,41,Forest,sandy loam,0.0000626
alabama,150,41,Forest,sandy loam,0.0000068
alabama,150,41,Forest,sandy loam,25879.86914
alabama,150,41,Forest,sandy loam,0.0000017
alabama,150,41,Forest,sandy loam,0.000054
alabama,150,41,Forest,sandy loam,0.0000174
alabama,150,41,Forest,sandy loam,0.0000064
alabama,150,41,Forest,sandy loam,0.0000118
alabama,150,42,Forest,sandy loam,79315.42188
alabama,150,42,Forest,sandy loam,0.0000078
alabama,150,42,Forest,sandy loam,0.0000087
alabama,150,43,Forest,sandy loam,48571.75781
alabama,150,43,Forest,sandy loam,0.0000164
alabama,150,52,Grass/Pasture,sandy loam,71301.8125
alabama,150,52,Grass/Pasture,sandy loam,0.0000153
alabama,150,52,Grass/Pasture,sandy loam,0.0000107
alabama,150,52,Grass/Pasture,sandy loam,0.0000012
alabama,150,71,Grass/Pasture,sandy loam,19053.71875
alabama,150,71,Grass/Pasture,sandy loam,0.0000058
alabama,150,71,Grass/Pasture,sandy loam,0.0001087
alabama,150,81,Grass/Pasture,sandy loam,105311.9922
alabama,150,81,Grass/Pasture,sandy loam,0.0001032
alabama,150,81,Grass/Pasture,sandy loam,0.0000313
alabama,150,82,Crop,sandy loam,52640.57422
alabama,150,82,Crop,sandy loam,0.0000218
alabama,150,82,Crop,sandy loam,0.000066
alabama,150,90,Wetland,sandy loam,23333.2207
alabama,150,95,Wetland,sandy loam,1098.054565
alabama,150,95,Wetland,sandy loam,0.0001559
alabama,150,11,Water,silt loam,4604.713867
alabama,150,11,Water,silt loam,0.0000006
alabama,150,21,Developed,silt loam,47050.29297
alabama,150,21,Developed,silt loam,0.0000112
alabama,150,22,Developed,silt loam,27217.45703
alabama,150,22,Developed,silt loam,0.0000091
alabama,150,23,Developed,silt loam,5553.739746
alabama,150,24,Developed,silt loam,1387.752441
alabama,150,31,Barren,silt loam,1213.823364
alabama,150,41,Forest,silt loam,174311.125
alabama,150,41,Forest,silt loam,0.0000666
alabama,150,41,Forest,silt loam,0.0000319
alabama,150,41,Forest,silt loam,212944.9219
alabama,150,41,Forest,silt loam,0.0000064
alabama,150,41,Forest,silt loam,0.0001648
alabama,150,41,Forest,silt loam,0.0000071
alabama,150,41,Forest,silt loam,0.000001
alabama,150,41,Forest,silt loam,0.0000127
alabama,150,42,Forest,silt loam,59838.22266
alabama,150,42,Forest,silt loam,0.0000087
alabama,150,42,Forest,silt loam,0.0000225
alabama,150,43,Forest,silt loam,20301.36523
alabama,150,43,Forest,silt loam,0.0000365
alabama,150,43,Forest,silt loam,0.0000411
alabama,150,52,Grass/Pasture,silt loam,26194.94727
alabama,150,52,Grass/Pasture,silt loam,0.0000026
alabama,150,52,Grass/Pasture,silt loam,0.0000012
alabama,150,52,Grass/Pasture,silt loam,0.0002269
alabama,150,71,Grass/Pasture,silt loam,20118.66406
alabama,150,71,Grass/Pasture,silt loam,0.0000058
alabama,150,71,Grass/Pasture,silt loam,0.0000163
alabama,150,71,Grass/Pasture,silt loam,0.0000018
alabama,150,81,Grass/Pasture,silt loam,184560.7969
alabama,150,81,Grass/Pasture,silt loam,0.0001032
alabama,150,81,Grass/Pasture,silt loam,0.0001235
alabama,150,81,Grass/Pasture,silt loam,0.0001227
alabama,150,81,Grass/Pasture,silt loam,0.0000084
alabama,150,82,Crop,silt loam,57992.97266
alabama,150,82,Crop,silt loam,0.0000841
alabama,150,82,Crop,silt loam,0.000066
alabama,150,82,Crop,silt loam,0.0000013
alabama,150,90,Wetland,silt loam,29072.57617
alabama,150,95,Wetland,silt loam,952.383728
alabama,150,95,Wetland,silt loam,0.0001559
alabama,150,11,Water,silty clay,139.7439423
alabama,150,21,Developed,silty clay,586.0899658
alabama,150,22,Developed,silty clay,393.4336548
alabama,150,23,Developed,silty clay,80.6200867
alabama,150,24,Developed,silty clay,21.6837158
alabama,150,31,Barren,silty clay,33.3641052
alabama,150,41,Forest,silty clay,18410.75586
alabama,150,41,Forest,silty clay,0.0000118
alabama,150,42,Forest,silty clay,1221.926758
alabama,150,43,Forest,silty clay,1554.750977
alabama,150,43,Forest,silty clay,0.0000411
alabama,150,52,Grass/Pasture,silty clay,1341.595459
alabama,150,71,Grass/Pasture,silty clay,460.8613281
alabama,150,81,Grass/Pasture,silty clay,5270.111816
alabama,150,81,Grass/Pasture,silty clay,0.0000084
alabama,150,82,Crop,silty clay,4855.57959
alabama,150,82,Crop,silty clay,0.0000055
alabama,150,90,Wetland,silty clay,1762.195313
alabama,150,95,Wetland,silty clay,187.3427277
alabama,150,11,Water,silty clay loam,988.4284058
alabama,150,11,Water,silty clay loam,0.0000009
alabama,150,11,Water,silty clay loam,0.0000006
alabama,150,21,Developed,silty clay loam,5428.666992
alabama,150,22,Developed,silty clay loam,3214.726563
alabama,150,23,Developed,silty clay loam,869.4472046
alabama,150,24,Developed,silty clay loam,214.9799957
alabama,150,31,Barren,silty clay loam,162.0682526
alabama,150,41,Forest,silty clay loam,54015.23828
alabama,150,41,Forest,silty clay loam,0.0000068
alabama,150,41,Forest,silty clay loam,0.0001648
alabama,150,41,Forest,silty clay loam,0.0000127
alabama,150,42,Forest,silty clay loam,13493.35352
alabama,150,42,Forest,silty clay loam,0.0000225
alabama,150,43,Forest,silty clay loam,6201.232422
alabama,150,52,Grass/Pasture,silty clay loam,6900.251465
alabama,150,52,Grass/Pasture,silty clay loam,0.0000087
alabama,150,71,Grass/Pasture,silty clay loam,2465.044922
alabama,150,71,Grass/Pasture,silty clay loam,0.0000018
alabama,150,81,Grass/Pasture,silty clay loam,34146.97656
alabama,150,81,Grass/Pasture,silty clay loam,0.0000089
alabama,150,81,Grass/Pasture,silty clay loam,0.0001227
alabama,150,82,Crop,silty clay loam,15668.74219
alabama,150,82,Crop,silty clay loam,0.0000013
alabama,150,82,Crop,silty clay loam,0.0000055
alabama,150,90,Wetland,silty clay loam,3807.568115
alabama,150,95,Wetland,silty clay loam,156.8549347
alabama,150,11,Water,,21601.73242
alabama,150,11,Water,,0.0000045
alabama,150,11,Water,,0.0000009
alabama,150,21,Developed,,2312.855469
alabama,150,22,Developed,,4366.884277
alabama,150,23,Developed,,3735.523193
alabama,150,24,Developed,,3158.357666
alabama,150,31,Barren,,296.4597473
alabama,150,31,Barren,,0.0000013
alabama,150,41,Forest,,6161.135742
alabama,150,41,Forest,,0.0000013
alabama,150,41,Forest,,0.0000071
alabama,150,42,Forest,,2218.821289
alabama,150,43,Forest,,832.7562256
alabama,150,52,Grass/Pasture,,920.6587524
alabama,150,52,Grass/Pasture,,0.0002269
alabama,150,71,Grass/Pasture,,691.5740967
alabama,150,81,Grass/Pasture,,2152.302979
alabama,150,82,Crop,,1038.533814
alabama,150,90,Wetland,,2300.01001
alabama,150,90,Wetland,,0.0000003
alabama,150,95,Wetland,,135.1029358
alabama,175,11,Water,clay,5.9521809
alabama,175,21,Developed,clay,140.5912628
alabama,175,22,Developed,clay,47.4302216
alabama,175,23,Developed,clay,10.6273403
alabama,175,31,Barren,clay,2.8665087
alabama,175,41,Forest,clay,1063.023804
alabama,175,42,Forest,clay,664.6393433
alabama,175,43,Forest,clay,213.0435486
alabama,175,52,Grass/Pasture,clay,169.2751617
alabama,175,71,Grass/Pasture,clay,52.630146
alabama,175,81,Grass/Pasture,clay,1756.29773
alabama,175,82,Crop,clay,188.2915955
alabama,175,90,Wetland,clay,6.3814049
alabama,175,95,Wetland,clay,2.2913063
alabama,175,11,Water,clay loam,155.7050171
alabama,175,21,Developed,clay loam,1517.589111
alabama,175,22,Developed,clay loam,541.7032471
alabama,175,23,Developed,clay loam,199.9859314
alabama,175,24,Developed,clay loam,44.23452
alabama,175,31,Barren,clay loam,21.3085346
alabama,175,41,Forest,clay loam,6216.522461
alabama,175,41,Forest,clay loam,0.0000122
alabama,175,42,Forest,clay loam,2739.255615
alabama,175,43,Forest,clay loam,1143.421753
alabama,175,52,Grass/Pasture,clay loam,1764.573975
alabama,175,52,Grass/Pasture,clay loam,0.0000098
alabama,175,52,Grass/Pasture,clay loam,0.0000161
alabama,175,71,Grass/Pasture,clay loam,658.4309082
alabama,175,81,Grass/Pasture,clay loam,4937.895996
alabama,175,81,Grass/Pasture,clay loam,0.0000126
alabama,175,81,Grass/Pasture,clay loam,0.0000145
alabama,175,82,Crop,clay loam,1784.271118
alabama,175,82,Crop,clay loam,0.0001374
alabama,175,90,Wetland,clay loam,545.1031494
alabama,175,95,Wetland,clay loam,24.2065773
alabama,175,11,Water,loam,3934.826416
alabama,175,21,Developed,loam,26784.59766
alabama,175,21,Developed,loam,0.0000127
alabama,175,21,Developed,loam,0.0000013
alabama,175,22,Developed,loam,10221.39551
alabama,175,23,Developed,loam,3087.216797
alabama,175,24,Developed,loam,872.8752441
alabama,175,31,Barren,loam,2032.76709
alabama,175,41,Forest,loam,203070.7188
alabama,175,41,Forest,loam,0.0000057
alabama,175,41,Forest,loam,0.0001324
alabama,175,41,Forest,loam,0.0000285
alabama,175,41,Forest,loam,0.0000057
alabama,175,41,Forest,loam,0.0000272
alabama,175,41,Forest,loam,0.0000768
alabama,175,42,Forest,loam,61568.37109
alabama,175,43,Forest,loam,23218.10156
alabama,175,43,Forest,loam,0.0000035
alabama,175,43,Forest,loam,0.000019
alabama,175,52,Grass/Pasture,loam,20247.43164
alabama,175,52,Grass/Pasture,loam,0.0000055
alabama,175,52,Grass/Pasture,loam,0.000002
alabama,175,71,Grass/Pasture,loam,14725.75293
alabama,175,71,Grass/Pasture,loam,0.0001121
alabama,175,81,Grass/Pasture,loam,61234.59766
alabama,175,81,Grass/Pasture,loam,0.0000177
alabama,175,81,Grass/Pasture,loam,0.0002977
alabama,175,81,Grass/Pasture,loam,0.0000145
alabama,175,81,Grass/Pasture,loam,0
alabama,175,82,Crop,loam,23448.98633
alabama,175,82,Crop,loam,0.0000228
alabama,175,90,Wetland,loam,22681.75391
alabama,175,90,Wetland,loam,0.0000053
alabama,175,95,Wetland,loam,278.0647278
alabama,175,11,Water,loamy sand,189.905365
alabama,175,21,Developed,loamy sand,269.6486511
alabama,175,22,Developed,loamy sand,242.9248047
alabama,175,23,Developed,loamy sand,107.9020081
alabama,175,24,Developed,loamy sand,1.6729209
alabama,175,31,Barren,loamy sand,13.6079893
alabama,175,41,Forest,loamy sand,1582.356812
alabama,175,41,Forest,loamy sand,0.0000041
alabama,175,42,Forest,loamy sand,419.0873413
alabama,175,43,Forest,loamy sand,192.6900635
alabama,175,52,Grass/Pasture,loamy sand,157.3927155
alabama,175,71,Grass/Pasture,loamy sand,67.4730072
alabama,175,81,Grass/Pasture,loamy sand,371.1417542
alabama,175,82,Crop,loamy sand,230.5536346
alabama,175,90,Wetland,loamy sand,932.2033691
alabama,175,90,Wetland,loamy sand,0.0000019
alabama,175,95,Wetland,loamy sand,11.6599255
alabama,175,95,Wetland,loamy sand,0.0000107
alabama,175,11,Water,sandy clay loam,12.8993025
alabama,175,21,Developed,sandy clay loam,120.811264
alabama,175,22,Developed,sandy clay loam,15.3889208
alabama,175,23,Developed,sandy clay loam,9.4799175
alabama,175,24,Developed,sandy clay loam,1.9345533
alabama,175,31,Barren,sandy clay loam,1.9230502
alabama,175,41,Forest,sandy clay loam,1020.339356
alabama,175,42,Forest,sandy clay loam,206.6712494
alabama,175,43,Forest,sandy clay loam,38.189476
alabama,175,52,Grass/Pasture,sandy clay loam,43.614254
alabama,175,71,Grass/Pasture,sandy clay loam,61.518055
alabama,175,81,Grass/Pasture,sandy clay loam,590.6735229
alabama,175,81,Grass/Pasture,sandy clay loam,0.0000025
alabama,175,82,Crop,sandy clay loam,373.6391907
alabama,175,90,Wetland,sandy clay loam,8.0214233
alabama,175,11,Water,sandy loam,4207.339356
alabama,175,21,Developed,sandy loam,24700.93945
alabama,175,22,Developed,sandy loam,8142.6875
alabama,175,23,Developed,sandy loam,2481.547363
alabama,175,24,Developed,sandy loam,549.9321289
alabama,175,31,Barren,sandy loam,1572.335571
alabama,175,41,Forest,sandy loam,273327.4375
alabama,175,41,Forest,sandy loam,0.0001047
alabama,175,41,Forest,sandy loam,0.0001324
alabama,175,41,Forest,sandy loam,24226.67578
alabama,175,41,Forest,sandy loam,0.0000057
alabama,175,42,Forest,sandy loam,71664.77344
alabama,175,43,Forest,sandy loam,45009.0625
alabama,175,43,Forest,sandy loam,0.0000032
alabama,175,43,Forest,sandy loam,0.0000035
alabama,175,52,Grass/Pasture,sandy loam,48308.54297
